transaction_id,card_id,merchant_id,transaction_amount,transaction_datetime,transaction_location,transaction_status,is_fraud
124072,1247,77,290.2,2025-08-07 23:28:30,USA,Approved,0
124073,1440,61,77.44,2025-05-03 06:03:25,Bakı,Approved,0
124074,1912,165,272.75,2025-05-25 02:27:56,Şirvan,Approved,0
124075,1006,120,251.95,2024-12-14 17:29:08,Sumqayıt,Approved,0
124076,2480,2,77.52,2025-08-10 11:37:39,Bakı,Approved,0
124077,982,59,175.55,2025-04-07 08:25:29,Lənkəran,Approved,0
124078,957,183,216.01,2025-08-27 09:26:50,Bakı,Approved,0
124079,1056,351,42.67,2025-07-19 21:49:11,Bakı,Approved,0
124080,2137,57,66.28,2024-10-11 07:03:05,Gəncə,Approved,0
124081,308,251,31.16,2025-06-12 11:42:11,Bakı,Approved,0
124082,1632,11,28.16,2025-05-14 11:23:09,Bakı,Approved,0
124083,3024,283,73.38,2025-02-04 04:05:20,Bakı,Approved,0
124084,1069,313,2689.75,2024-11-03 00:05:33,Bakı,Approved,0
124085,1499,246,155.18,2025-03-07 10:57:22,Sumqayıt,Approved,0
124086,2113,198,234.11,2025-02-14 07:20:32,Gəncə,Approved,0
124087,506,284,141.07,2025-07-09 14:01:24,Bakı,Approved,0
124088,680,362,17.61,2025-03-03 18:46:31,Mingəçevir,Approved,0
124089,2065,187,2971.41,2024-11-09 11:34:13,Bakı,Approved,0
124090,2882,257,265.03,2025-09-25 16:12:38,Lənkəran,Approved,0
124091,2358,347,171.55,2024-10-08 19:55:02,Şəki,Approved,0
124092,1848,136,49.96,2025-02-15 04:21:25,Bakı,Approved,0
124093,1083,299,119,2024-11-06 00:07:13,Bakı,Approved,0
124094,520,50,657.24,2025-01-14 05:47:23,Şirvan,Approved,0
124095,1383,132,561.76,2025-08-12 16:11:47,Sumqayıt,Approved,0
124096,2041,277,258.06,2024-12-31 10:19:43,Gəncə,Approved,0
124097,3022,46,2365.02,2025-06-09 07:53:10,Bakı,Approved,0
124098,1426,195,192.31,2025-02-03 20:16:16,Bakı,Approved,0
124099,1652,360,58.07,2025-08-03 15:04:41,Gəncə,Approved,0
124100,422,136,44.71,2024-11-22 16:11:37,Bakı,Approved,0
124101,2555,399,89.22,2025-07-23 00:16:45,Gəncə,Approved,0
124102,2250,13,279.8,2025-06-05 00:09:07,Gəncə,Approved,0
124103,789,14,71.72,2025-01-23 18:45:24,Şirvan,Approved,0
124104,185,91,21.56,2025-08-21 03:42:17,Quba,Approved,0
124105,2424,188,158.18,2024-11-07 14:26:23,Gəncə,Approved,0
124106,2056,246,196.03,2025-08-15 23:41:05,Lənkəran,Declined,0
124107,311,138,11.03,2025-01-19 13:07:42,Lənkəran,Approved,0
124108,249,376,45.16,2024-11-15 06:59:23,Bakı,Approved,0
124109,724,41,135.62,2025-07-03 04:15:49,Gəncə,Approved,0
124110,2119,54,246.65,2024-10-03 05:56:24,Sumqayıt,Approved,0
124111,956,106,249.59,2025-02-20 04:03:32,Bakı,Approved,0
124112,434,78,37.69,2024-11-10 08:25:33,China,Approved,0
124113,2694,315,2067.17,2025-08-09 05:41:06,Bakı,Approved,0
124114,1118,265,263.33,2024-09-30 14:53:10,Bakı,Approved,0
124115,1940,7,142.33,2024-12-30 10:53:27,Bakı,Approved,0
124116,242,58,133.72,2025-02-13 23:10:50,Gəncə,Approved,0
124117,2966,22,214.66,2025-03-21 23:33:00,Bakı,Approved,0
124118,2225,239,193.8,2025-06-02 07:19:30,Quba,Approved,0
124119,2791,203,157.17,2025-07-17 10:41:03,Quba,Approved,0
124120,2321,272,126.98,2025-04-05 14:54:28,Sumqayıt,Approved,0
124121,290,335,200.85,2024-12-24 02:28:44,Mingəçevir,Approved,0
124122,1531,184,2165.29,2025-09-27 06:57:45,Şirvan,Approved,0
124123,889,397,152.48,2025-03-07 16:48:46,Bakı,Approved,0
124124,2099,118,195.02,2025-08-04 23:17:31,Gəncə,Approved,0
124125,613,15,59.02,2025-07-16 08:48:33,Bakı,Declined,0
124126,735,122,280.78,2024-10-02 03:12:56,Bakı,Approved,0
124127,1906,286,31.31,2025-05-05 13:07:14,Bakı,Approved,0
124128,1629,36,139.95,2025-06-05 17:59:50,Gəncə,Approved,0
124129,690,94,21.35,2024-10-26 06:19:03,Bakı,Approved,0
124130,778,263,39.65,2025-09-18 01:41:27,Sumqayıt,Approved,0
124131,163,321,853.7,2025-08-10 10:33:32,Bakı,Approved,0
124132,1508,267,10.12,2025-04-04 04:45:26,Sumqayıt,Approved,0
124133,2888,79,206.56,2025-03-15 20:02:27,Bakı,Approved,0
124134,1673,314,282.5,2025-06-29 23:15:33,Şəki,Approved,0
124135,2058,188,93.53,2024-11-29 14:41:48,Gəncə,Approved,0
124136,1097,273,289.53,2025-07-02 15:01:20,Bakı,Approved,0
124137,907,36,191.42,2024-11-03 01:24:24,Bakı,Approved,0
124138,603,312,195.04,2025-04-05 20:30:55,Lənkəran,Approved,0
124139,2708,293,223.25,2025-09-25 14:28:54,Şirvan,Approved,0
124140,2539,91,2.1,2025-05-25 23:18:01,Bakı,Approved,0
124141,1164,242,78.93,2025-06-09 15:12:43,Bakı,Approved,0
124142,2277,298,94.9,2025-09-01 22:47:35,Şəki,Approved,0
124143,512,254,95.12,2025-02-13 18:59:33,Gəncə,Approved,0
124144,2535,394,2334.37,2025-05-08 01:32:34,Gəncə,Approved,0
124145,393,91,49.02,2024-11-11 23:30:11,Sumqayıt,Approved,0
124146,1299,357,133.62,2025-05-04 11:08:54,Bakı,Approved,0
124147,1442,92,12.95,2025-07-21 07:20:23,Bakı,Approved,0
124148,216,71,31.64,2025-07-06 08:11:49,Gəncə,Approved,0
124149,1342,358,26.7,2025-01-27 17:32:58,Bakı,Approved,0
124150,2975,8,51.57,2025-02-05 02:36:19,Bakı,Approved,0
124151,2098,187,641.65,2025-01-04 11:55:04,Bakı,Declined,0
124152,702,89,21.95,2025-05-05 21:45:40,Bakı,Approved,0
124153,1302,150,163.84,2024-11-15 10:05:38,Bakı,Approved,0
124154,1432,396,53.56,2025-05-03 13:49:24,Bakı,Approved,0
124155,1870,296,137.61,2025-05-07 12:16:41,Bakı,Approved,0
124156,1941,43,202.32,2025-01-01 13:21:24,Şəki,Approved,0
124157,2110,121,10.4,2025-08-04 16:36:13,Bakı,Approved,0
124158,745,393,77.78,2025-06-11 17:00:12,Quba,Approved,0
124159,791,156,13.56,2024-10-20 17:25:04,Quba,Declined,0
124160,1501,367,113.64,2025-06-09 16:44:47,Sumqayıt,Declined,0
124161,2776,22,77,2025-07-20 07:56:26,Bakı,Approved,0
124162,1520,110,291.23,2025-05-22 11:54:57,Bakı,Approved,0
124163,834,15,86.99,2025-05-23 12:24:55,Sumqayıt,Approved,0
124164,2586,208,22.15,2025-06-05 04:45:47,Bakı,Approved,0
124165,1567,248,94.09,2025-08-07 15:28:49,Gəncə,Approved,0
124166,981,284,10.6,2025-08-04 17:33:49,Mingəçevir,Approved,0
124167,1093,157,1390.96,2025-02-22 09:16:15,Bakı,Approved,0
124168,914,210,141.23,2025-07-30 01:17:07,Şəki,Approved,0
124169,2968,216,253.01,2025-07-22 18:41:12,Sumqayıt,Approved,0
124170,992,126,80.96,2024-12-30 10:46:34,Bakı,Approved,0
124171,1473,19,222.59,2024-11-25 14:13:41,Bakı,Approved,0
124172,2740,254,243.54,2025-04-05 23:52:21,Sumqayıt,Approved,0
124173,2763,349,28.51,2025-08-13 18:17:18,Gəncə,Approved,0
124174,2923,341,37.15,2025-01-31 09:30:34,Gəncə,Approved,0
124175,2929,377,23.5,2025-05-28 04:32:48,Bakı,Approved,0
124176,453,70,19.59,2025-05-12 16:08:42,Bakı,Approved,0
124177,1294,321,626.13,2025-07-17 02:36:14,Bakı,Approved,0
124178,554,115,19.21,2025-07-24 03:55:47,Bakı,Approved,0
124179,1836,162,1969.21,2025-08-02 14:07:39,Lənkəran,Approved,0
124180,1255,351,81.68,2025-06-09 12:48:06,Gəncə,Approved,0
124181,2006,394,1368.37,2024-10-16 09:17:01,Bakı,Approved,0
124182,2014,112,264.96,2025-02-22 15:07:38,Bakı,Approved,0
124183,1176,23,155.93,2025-03-29 06:54:58,Sumqayıt,Approved,0
124184,1091,271,124.52,2025-01-15 11:15:24,Bakı,Approved,0
124185,1586,375,30.7,2025-06-19 01:14:46,Bakı,Approved,0
124186,495,322,159.35,2025-09-21 07:48:35,Bakı,Approved,0
124187,2629,200,197.01,2025-02-03 19:44:58,Quba,Approved,0
124188,1650,327,71.45,2025-09-17 04:08:20,Şirvan,Approved,0
124189,936,189,51.84,2024-10-28 16:14:26,Şirvan,Approved,0
124190,491,359,26.17,2024-10-29 17:29:33,Gəncə,Approved,0
124191,1863,264,87.37,2025-01-30 10:16:48,Şirvan,Approved,0
124192,1683,397,107.54,2025-08-16 05:19:59,Bakı,Approved,0
124193,2912,132,2009.07,2025-04-01 05:01:42,Bakı,Approved,0
124194,1634,325,127.92,2025-02-06 20:34:39,Bakı,Declined,0
124195,2586,204,35.37,2025-03-13 07:07:35,Bakı,Approved,0
124196,934,239,294.15,2025-01-17 00:56:58,Bakı,Approved,0
124197,2848,252,31.2,2025-07-08 15:13:55,Mingəçevir,Approved,0
124198,2787,84,45.29,2025-01-05 18:08:16,Bakı,Approved,0
124199,2658,326,146.95,2025-05-22 12:55:14,Bakı,Approved,0
124200,2006,220,98.02,2025-07-26 22:45:56,Bakı,Approved,0
124201,2128,13,220.35,2025-07-29 05:48:36,Gəncə,Approved,0
124202,751,394,3316.06,2025-08-14 06:33:26,Gəncə,Approved,0
124203,145,380,128.1,2025-07-23 18:54:35,Bakı,Approved,0
124204,1609,80,72.11,2024-11-06 23:27:07,Bakı,Approved,0
124205,589,104,143.94,2025-01-05 14:41:48,Mingəçevir,Approved,0
124206,2882,389,168.63,2024-11-16 15:02:12,Lənkəran,Approved,0
124207,1232,236,1.77,2025-01-14 05:24:45,Bakı,Approved,0
124208,1939,252,39.59,2024-10-29 15:02:21,Bakı,Approved,0
124209,1956,21,264.37,2024-12-26 18:16:07,Bakı,Declined,0
124210,1286,53,190.11,2025-06-27 10:09:15,Bakı,Approved,0
124211,678,222,260.04,2024-10-18 04:59:12,Mingəçevir,Approved,0
124212,2191,104,271.44,2024-12-06 03:40:18,Mingəçevir,Declined,0
124213,1873,118,157.72,2025-04-28 22:04:17,Bakı,Approved,0
124214,271,135,62.6,2025-04-08 05:54:49,Bakı,Approved,0
124215,265,104,169.95,2025-08-18 22:36:50,Bakı,Approved,0
124216,2582,144,71.49,2025-08-23 14:09:40,Bakı,Approved,0
124217,1761,108,285.58,2025-03-10 13:42:58,Sumqayıt,Approved,0
124218,1521,51,3213.73,2025-08-18 05:08:21,Bakı,Approved,0
124219,142,240,184.8,2025-08-11 18:28:01,Bakı,Declined,0
124220,3020,16,91.42,2025-05-05 10:00:48,Bakı,Approved,0
124221,2900,137,177.15,2025-01-22 20:10:03,Şəki,Approved,0
124222,1697,347,157.03,2025-06-05 09:10:49,Mingəçevir,Approved,0
124223,729,208,17.79,2025-01-24 14:24:38,Bakı,Approved,0
124224,2908,272,59.6,2024-12-16 17:06:15,Bakı,Approved,0
124225,2209,94,37.62,2024-12-23 22:17:27,Lənkəran,Approved,0
124226,490,350,149,2025-07-28 21:59:04,Gəncə,Approved,0
124227,1500,46,2483.96,2025-09-01 14:15:11,Sumqayıt,Approved,0
124228,791,202,20.16,2025-03-25 16:56:14,Quba,Approved,0
124229,828,57,208.85,2024-11-19 01:14:35,Bakı,Approved,0
124230,879,393,165.21,2024-11-24 18:53:51,Bakı,Approved,0
124231,2203,231,212.59,2024-12-05 18:09:23,Bakı,Approved,0
124232,1552,266,254.72,2025-09-09 15:59:46,Bakı,Approved,0
124233,479,215,124.28,2025-06-11 17:48:24,Bakı,Declined,0
124234,2634,233,78.37,2025-05-20 21:31:50,Bakı,Approved,0
124235,1631,340,58.29,2024-10-05 12:47:35,Sumqayıt,Approved,0
124236,1132,29,280.8,2025-09-17 17:27:17,Naxçıvan,Approved,0
124237,210,77,251.9,2025-02-04 11:02:16,USA,Approved,0
124238,737,387,173.19,2024-11-20 07:08:19,Bakı,Approved,0
124239,1820,180,235.43,2025-01-15 10:44:51,Lənkəran,Approved,0
124240,883,306,45.92,2025-05-12 12:39:37,Şəki,Approved,0
124241,1935,164,34.26,2025-06-20 13:09:14,Bakı,Approved,0
124242,1059,69,7.96,2024-11-07 02:48:28,Bakı,Approved,0
124243,1176,272,27.99,2024-10-24 01:32:01,Sumqayıt,Approved,0
124244,2402,77,156.64,2024-10-13 16:05:35,USA,Approved,0
124245,2204,180,2176.58,2024-11-16 08:54:39,Bakı,Approved,0
124246,2032,383,57.38,2025-05-20 11:59:23,Bakı,Approved,0
124247,1339,248,55.86,2024-11-10 02:35:37,Bakı,Approved,0
124248,1814,233,246.24,2025-03-08 10:56:23,Mingəçevir,Approved,0
124249,2867,231,10.52,2025-04-02 04:36:59,Şirvan,Approved,0
124250,2108,33,32.34,2025-04-20 11:08:19,Bakı,Approved,0
124251,1083,191,2469.38,2025-02-20 09:06:33,Bakı,Approved,0
124252,2542,156,11.83,2024-11-02 23:12:13,Bakı,Approved,0
124253,1563,91,33.13,2025-09-25 18:56:38,Şirvan,Approved,0
124254,430,392,46.73,2025-03-16 05:11:45,Bakı,Approved,0
124255,24,51,2847.74,2025-01-24 12:18:25,Mingəçevir,Approved,0
124256,2332,19,20.96,2025-05-10 21:31:55,Bakı,Approved,0
124257,1015,400,41.06,2024-11-05 21:07:24,Bakı,Approved,0
124258,2529,345,30.48,2025-05-27 20:37:04,Lənkəran,Approved,0
124259,375,230,222.05,2024-11-24 17:27:39,Bakı,Approved,0
124260,1003,53,45.94,2025-03-25 07:40:54,Bakı,Approved,0
124261,1008,110,154.88,2025-04-28 19:26:38,Bakı,Approved,0
124262,1418,4,28.08,2025-08-25 13:21:58,Lənkəran,Declined,0
124263,2178,130,139.48,2025-07-25 18:57:19,Şəki,Approved,0
124264,1162,170,1112.43,2025-04-25 03:50:41,Bakı,Approved,0
124265,2402,141,255.97,2025-04-06 11:24:10,Gəncə,Approved,0
124266,996,315,3425.28,2024-12-13 06:01:21,Bakı,Approved,0
124267,386,285,178.91,2025-08-03 11:00:16,Şəki,Approved,0
124268,1798,25,67.43,2025-06-10 19:58:55,Bakı,Approved,0
124269,87,271,27.68,2025-05-01 15:38:49,Bakı,Approved,0
124270,124,321,941.77,2024-12-23 11:25:05,Sumqayıt,Approved,0
124271,2546,316,16.22,2025-09-08 01:43:47,Bakı,Approved,0
124272,1782,292,178.44,2024-12-04 06:49:03,Sumqayıt,Approved,0
124273,2400,120,124.15,2025-07-15 02:32:38,Bakı,Approved,0
124274,2581,365,5.68,2025-09-11 06:23:47,Bakı,Approved,0
124275,960,308,167.12,2025-06-27 18:41:27,Bakı,Approved,0
124276,2942,159,37.55,2024-12-06 03:15:09,Bakı,Approved,0
124277,1249,87,209.31,2025-05-08 15:55:16,Sumqayıt,Approved,0
124278,936,391,2335.46,2025-05-04 14:32:56,Şirvan,Approved,0
124279,159,376,7.82,2025-01-06 17:26:57,Bakı,Approved,0
124280,174,341,38.56,2025-02-18 03:06:45,Lənkəran,Approved,0
124281,375,19,208.3,2025-01-05 21:38:18,Bakı,Approved,0
124282,409,120,90.11,2024-11-30 17:37:13,Bakı,Approved,0
124283,331,156,13.06,2025-03-27 00:56:47,Lənkəran,Approved,0
124284,908,95,18.15,2025-02-01 23:21:00,Bakı,Declined,0
124285,2247,313,3235.14,2025-03-03 15:46:00,Bakı,Approved,0
124286,521,219,167.62,2025-03-16 00:35:42,Şirvan,Approved,0
124287,2022,57,78.96,2025-01-20 05:29:31,Lənkəran,Approved,0
124288,2672,241,118.89,2025-09-17 23:07:34,Bakı,Approved,0
124289,2704,263,34,2025-06-22 07:55:49,Bakı,Approved,0
124290,2240,291,141.08,2024-11-08 23:02:06,Bakı,Approved,0
124291,13,25,299.06,2025-02-13 03:01:14,Lənkəran,Approved,0
124292,2884,337,129.48,2024-10-10 12:52:48,Lənkəran,Approved,0
124293,109,19,101.4,2025-04-27 16:11:17,Bakı,Approved,0
124294,1559,7,45.81,2024-12-31 14:00:11,Bakı,Approved,0
124295,712,222,133.8,2024-11-18 07:58:01,Bakı,Approved,0
124296,1496,74,50.73,2025-06-24 23:31:47,USA,Approved,0
124297,2294,49,2125.13,2025-07-04 18:32:03,Bakı,Approved,0
124298,951,115,23.34,2025-04-14 08:38:15,Bakı,Approved,0
124299,395,285,234.51,2025-08-14 14:30:42,Şirvan,Approved,0
124300,2997,363,102.15,2025-05-21 14:38:19,Bakı,Approved,0
124301,2401,294,3.12,2024-11-30 10:27:36,Gəncə,Approved,0
124302,2997,196,19.35,2024-11-02 08:08:51,Bakı,Approved,0
124303,291,45,522.29,2025-02-02 15:37:41,Mingəçevir,Approved,0
124304,2326,209,1924.59,2025-05-18 17:09:33,Mingəçevir,Approved,0
124305,2022,369,124.54,2025-03-03 09:04:11,Lənkəran,Approved,0
124306,2026,163,3.22,2024-12-22 03:17:56,Bakı,Approved,0
124307,149,273,61.33,2024-11-24 19:03:59,Bakı,Approved,0
124308,2068,24,106.53,2024-12-24 10:51:16,Sumqayıt,Approved,0
124309,2469,224,229.55,2025-09-11 06:44:47,Naxçıvan,Approved,0
124310,194,393,152.35,2025-03-22 09:09:41,Gəncə,Approved,0
124311,2532,330,159.83,2025-03-10 02:14:41,Bakı,Approved,0
124312,1027,9,46.75,2024-09-30 07:51:55,Bakı,Approved,0
124313,132,184,903.71,2024-12-08 13:22:40,Bakı,Approved,0
124314,630,61,53.89,2025-04-22 19:24:33,Gəncə,Approved,0
124315,1144,6,37.21,2025-08-24 04:18:37,Bakı,Approved,0
124316,1270,348,56.72,2025-05-13 22:21:50,Bakı,Approved,0
124317,2895,120,189.28,2025-05-30 12:40:58,Bakı,Approved,0
124318,839,301,10.91,2025-08-16 00:54:07,Sumqayıt,Approved,0
124319,2483,319,156.34,2025-03-04 21:41:52,Bakı,Approved,0
124320,1563,209,614.11,2025-01-30 06:29:38,Şirvan,Approved,0
124321,2681,230,31.1,2025-09-21 06:12:04,Sumqayıt,Approved,0
124322,1584,188,47.25,2024-10-01 08:48:11,Bakı,Approved,0
124323,1037,313,3302.41,2025-03-26 19:10:04,Bakı,Approved,0
124324,2305,314,133.97,2025-03-02 08:02:54,Bakı,Approved,0
124325,757,277,191.94,2025-05-04 11:00:32,Mingəçevir,Approved,0
124326,1653,19,19.32,2025-02-02 08:29:39,Naxçıvan,Approved,0
124327,2935,174,186.52,2025-03-13 08:47:07,Bakı,Approved,0
124328,283,70,22.28,2025-08-03 01:18:36,Bakı,Approved,0
124329,2933,291,169.01,2025-03-10 22:41:42,Bakı,Approved,0
124330,364,175,13.18,2025-05-18 02:40:32,Bakı,Approved,0
124331,2098,375,61.52,2024-10-04 08:29:21,Bakı,Approved,0
124332,433,38,115.48,2024-12-20 09:11:43,Bakı,Approved,0
124333,1233,273,253.31,2025-03-10 16:00:49,Bakı,Approved,0
124334,1420,280,67.02,2025-08-31 15:02:02,Gəncə,Approved,0
124335,1953,198,169.43,2025-04-12 10:15:57,Bakı,Approved,0
124336,2850,198,84.05,2025-03-27 07:27:20,Lənkəran,Approved,0
124337,3009,263,84.73,2024-12-22 10:16:25,Bakı,Approved,0
124338,2670,67,268.31,2025-06-02 13:15:23,Bakı,Approved,0
124339,706,235,46.67,2025-09-29 06:16:34,Mingəçevir,Approved,0
124340,1874,397,148,2024-10-24 03:35:05,Bakı,Approved,0
124341,14,2,13.76,2024-12-20 12:09:49,Lənkəran,Approved,0
124342,2989,195,213.67,2025-03-13 07:44:56,Bakı,Approved,0
124343,2658,319,170.06,2025-04-13 12:14:20,Bakı,Approved,0
124344,655,127,178.11,2025-06-21 09:23:55,Bakı,Approved,0
124345,984,57,52.76,2024-11-23 13:13:55,Gəncə,Approved,0
124346,1717,69,30.44,2025-09-25 18:20:34,Gəncə,Approved,0
124347,1097,373,10.69,2025-07-22 10:07:51,Bakı,Approved,0
124348,295,126,29.45,2025-09-27 06:09:18,Bakı,Approved,0
124349,14,273,215.83,2025-09-17 17:38:35,Lənkəran,Approved,0
124350,725,208,31.74,2025-03-09 19:04:29,Gəncə,Approved,0
124351,1850,285,182.57,2025-03-12 08:20:52,Gəncə,Declined,0
124352,2086,12,59.76,2025-09-22 13:03:39,Mingəçevir,Declined,0
124353,2209,216,123.09,2025-09-26 07:45:59,Lənkəran,Approved,0
124354,432,374,2531.3,2025-06-28 03:36:30,Bakı,Approved,0
124355,1106,56,227.99,2025-07-01 14:34:03,Quba,Approved,0
124356,1505,43,137,2025-06-11 01:46:32,Şirvan,Approved,0
124357,2111,398,222.7,2024-11-17 23:33:49,Gəncə,Approved,0
124358,2419,362,259.56,2025-06-07 11:50:36,Bakı,Approved,0
124359,1003,195,93.84,2025-07-30 09:02:00,Bakı,Approved,0
124360,184,224,261.48,2025-05-02 14:41:29,Quba,Approved,0
124361,2017,116,6.93,2025-08-05 10:08:36,Bakı,Approved,0
124362,1024,257,241.69,2025-01-18 13:58:10,Gəncə,Approved,0
124363,747,203,224.13,2025-02-10 03:00:44,Gəncə,Approved,0
124364,774,14,96.1,2025-09-28 17:10:36,Quba,Approved,0
124365,18,87,173.34,2025-08-10 04:53:48,Bakı,Approved,0
124366,2483,347,74.21,2025-04-30 02:16:16,Bakı,Approved,0
124367,161,269,165.68,2025-08-10 02:12:46,Bakı,Approved,0
124368,1907,108,285.02,2024-10-16 09:25:26,Bakı,Declined,0
124369,2171,9,32.75,2025-01-15 22:39:17,Naxçıvan,Approved,0
124370,425,67,73.07,2024-12-04 22:28:57,Bakı,Approved,0
124371,2747,282,1.18,2025-08-02 03:57:52,Bakı,Approved,0
124372,2268,137,93.34,2025-02-22 21:42:11,Bakı,Approved,0
124373,447,170,770.93,2025-02-05 08:42:34,Gəncə,Approved,0
124374,2161,247,48.03,2024-10-05 01:50:58,Bakı,Approved,0
124375,1331,223,8.37,2025-08-04 16:19:27,Bakı,Approved,0
124376,2030,330,207.77,2025-02-28 16:41:52,Bakı,Approved,0
124377,451,9,100.15,2025-03-28 04:56:51,Bakı,Approved,0
124378,1243,348,60.78,2025-03-26 07:50:46,Bakı,Approved,0
124379,1094,375,41.85,2025-09-25 11:43:08,Bakı,Approved,0
124380,3019,31,117.5,2025-03-01 04:33:50,Lənkəran,Declined,0
124381,2277,335,128.94,2025-09-19 14:23:44,Şəki,Approved,0
124382,2926,236,48.92,2024-12-11 17:19:13,Bakı,Approved,0
124383,1271,247,49.6,2025-03-04 23:19:45,Sumqayıt,Approved,0
124384,2995,226,44.58,2024-11-11 02:04:03,Sumqayıt,Declined,0
124385,1518,187,3101.06,2025-08-22 07:55:17,Gəncə,Approved,0
124386,47,23,104.73,2025-03-07 00:28:25,Şirvan,Approved,0
124387,1849,306,36.22,2025-04-14 06:26:21,Gəncə,Approved,0
124388,1945,247,31.41,2025-03-09 22:36:40,Bakı,Approved,0
124389,1003,249,75.4,2025-06-21 19:31:03,Bakı,Approved,0
124390,1767,295,10.75,2025-01-22 10:24:19,Naxçıvan,Approved,0
124391,386,371,1371.49,2025-04-06 07:14:09,Şəki,Approved,0
124392,1545,114,175.67,2024-10-04 13:48:12,Bakı,Approved,0
124393,2438,232,174.83,2025-02-22 16:07:06,Bakı,Approved,0
124394,2361,303,195.18,2025-04-05 10:15:09,Bakı,Approved,0
124395,1713,92,20.93,2025-04-03 18:41:59,Bakı,Approved,0
124396,728,249,138.3,2025-03-15 04:32:13,Bakı,Approved,0
124397,769,66,201.19,2025-01-01 09:58:21,Bakı,Declined,0
124398,2674,136,6.59,2025-09-03 23:42:21,Lənkəran,Approved,0
124399,1638,267,16.01,2024-10-26 12:23:17,Bakı,Approved,0
124400,2573,277,121.37,2025-09-14 21:56:38,Naxçıvan,Approved,0
124401,2071,383,218.4,2025-08-17 21:54:45,Bakı,Declined,0
124402,2752,397,60.1,2025-08-06 23:30:48,Bakı,Approved,0
124403,131,9,63.52,2024-11-21 23:58:15,Bakı,Declined,0
124404,2941,57,249.09,2025-07-02 06:43:22,Bakı,Approved,0
124405,1796,40,235.43,2025-01-23 11:31:56,Sumqayıt,Declined,0
124406,1441,76,208.23,2025-08-05 21:57:28,USA,Approved,0
124407,2008,352,163.41,2024-11-28 00:05:51,Bakı,Approved,0
124408,1638,146,126.7,2025-01-20 09:41:50,Bakı,Approved,0
124409,1206,47,1069.86,2024-11-06 05:01:13,Bakı,Approved,0
124410,1306,12,123.42,2024-10-30 11:32:48,Lənkəran,Approved,0
124411,2710,365,21.62,2025-04-14 14:34:45,Mingəçevir,Approved,0
124412,2876,376,49.42,2024-11-05 00:22:47,Bakı,Approved,0
124413,1038,148,3235.64,2025-03-29 00:07:49,Bakı,Approved,0
124414,616,150,86.97,2025-05-05 08:37:32,Gəncə,Approved,0
124415,2598,116,91.72,2025-04-02 14:31:29,Bakı,Approved,0
124416,2514,209,520.1,2025-06-25 23:58:15,Sumqayıt,Approved,0
124417,2054,147,277.59,2025-02-09 18:34:26,Bakı,Approved,0
124418,41,20,106.51,2025-05-14 18:47:58,Quba,Approved,0
124419,255,155,296.17,2025-06-20 02:40:00,Gəncə,Approved,0
124420,1362,9,86.15,2025-01-21 20:42:20,Bakı,Approved,0
124421,2489,192,67.58,2025-03-06 17:47:06,Bakı,Approved,0
124422,2142,26,136.85,2025-06-28 07:22:53,Bakı,Approved,0
124423,1824,149,210.03,2024-11-01 16:02:47,Bakı,Approved,0
124424,586,94,3.48,2025-03-16 22:27:03,Bakı,Approved,0
124425,1977,347,128.04,2025-06-12 10:20:28,Quba,Approved,0
124426,2031,188,189.73,2024-11-20 11:52:29,Bakı,Approved,0
124427,182,111,2975.56,2025-03-28 07:13:33,Gəncə,Approved,0
124428,771,136,10.23,2025-07-31 20:19:35,Bakı,Approved,0
124429,2285,8,42.17,2025-09-14 22:00:08,Naxçıvan,Approved,0
124430,467,184,3316.68,2025-05-01 04:53:09,Bakı,Approved,0
124431,296,205,266.31,2024-10-04 17:38:34,Bakı,Approved,0
124432,341,227,269.38,2025-03-06 10:14:09,Sumqayıt,Approved,0
124433,1721,4,77.84,2025-06-15 21:07:59,Bakı,Approved,0
124434,1061,180,1550.22,2024-12-16 19:53:48,Bakı,Approved,0
124435,589,298,104.21,2025-02-25 04:09:44,Mingəçevir,Approved,0
124436,334,153,36.48,2025-03-22 09:17:19,Bakı,Approved,0
124437,1541,148,1520.4,2025-06-16 18:37:36,Bakı,Approved,0
124438,2666,224,232.29,2025-02-28 02:04:59,Bakı,Approved,0
124439,87,95,22.48,2025-04-10 06:27:28,Bakı,Approved,0
124440,1024,341,33.81,2025-03-23 15:52:30,Gəncə,Approved,0
124441,2898,49,2905.68,2025-05-24 05:47:45,Lənkəran,Approved,0
124442,300,394,1693.33,2025-07-18 23:56:34,Naxçıvan,Approved,0
124443,1375,111,904.36,2025-03-14 22:39:26,Sumqayıt,Approved,0
124444,2496,172,3.25,2024-11-28 06:48:13,Şirvan,Approved,0
124445,374,94,44.82,2025-02-10 12:41:11,Gəncə,Approved,0
124446,1693,228,86.09,2024-10-19 05:37:01,Naxçıvan,Approved,0
124447,2253,306,5.59,2024-10-03 13:55:15,Bakı,Approved,0
124448,2174,52,711.6,2025-06-02 13:34:27,Bakı,Approved,0
124449,2601,305,10.35,2025-08-03 23:15:35,Quba,Approved,0
124450,75,163,1.57,2025-03-25 01:34:56,Bakı,Approved,0
124451,2300,31,231.8,2025-05-08 23:55:21,Mingəçevir,Approved,0
124452,986,207,66.99,2025-07-29 05:54:19,Naxçıvan,Approved,0
124453,1171,18,257.02,2025-07-26 20:47:44,Bakı,Approved,0
124454,2979,288,247.96,2024-10-20 11:25:40,Bakı,Approved,0
